NO_MUNICIPIO;Extrativa Mineral;Prod. Mineral Não Metálico;Indústria Metalúrgica;Indústria Mecânica;Elétrico e Comunic;Material de Transporte;Madeira e Mobiliário;Papel e Gráf;Borracha. Fumo. Couros;Indústria Química;Indústria Têxtil;Indústria Calçados;Alimentos e Bebidas;Serviço Utilidade Pública;Construção Civil;Comércio Varejista;Comércio Atacadista;Instituição Financeira;Adm Técnica Profissional;Transporte e Comunicações;Aloj Comunic;Médicos Odontológicos Vet;Ensino;Administração Pública;Agricultura;Outros. ignorados;Total
RO-JI-PARANA;2267.0765306121;1923.3524691358;2048.2944848485;1772.1169491523;1485.3114285717;2251.5011392408;2000.4064637001;1600.5284931507;1633.5253797469;2489.8230000003;1085.6770247934;0;2132.3372276351;5340.5247368424;2361.6377598386;2096.4417787621;2094.3756669361;8076.8037318841;1848.6986750937;2292.5641498929;1559.6657681793;1923.2037530267;1892.9842030135;3543.0028082717;1692.3484908321;0;2436.948345317
RO-MACHADINHO D OESTE;1714.2586666667;0;1214.39;0;0;0;1699.8306104651;1244.8699999992;0;0;1328.7644444445;0;1237.6500000001;1319.9000000004;1467.6539344262;1843.9809136546;2265.2404411766;8004.0263492073;1585.8257875458;2092.9902068965;1540.8599999999;1449.8582692308;1216.3872093023;3059.7903100089;1875.9665068494;1477.6666666667;2273.1429368735
RO-NOVA BRASILANDIA D OESTE;3061.9178030305;828.7625;1273.8688888889;0;1478.513333333;0;1435.7260714286;990.5466666666;0;1894.3379166666;1234.4400000001;0;1354.8429411764;4084.1158823529;3322.7206493505;1648.0332342657;1801.8630357145;7461.5889090909;1667.7118681319;1540.3578431372;1385.078939394;1359.5868421053;1330.9407692307;3385.5529941003;1749.8346666667;3636;2540.4639980498
RO-OURO PRETO DO OESTE;0;1523.734117647;1948.0748648647;684.5;1760.0700000003;0;1696.295483871;1434.3833333335;1287.82;2737.1625000001;1433.547763158;0;1939.2286792452;2000;2663.9754666667;2188.0881278772;3067.9612389384;11352.3517241379;2652.5932903226;1783.1465240641;1457.4882211539;1827.1607028755;2489.386105263;2990.0039744553;1627.4899649123;0;2518.423145804
RO-PIMENTA BUENO;2410.5425806452;1185.4672727273;2193.9382142859;967.7556249999;1407.0299999993;1725.9869633507;1639.2551412429;1263.6167857143;0;0;1631.1249275363;0;2546.455581001;5198.4198095237;1573.0323206752;1966.8599685958;2307.6394504182;6628.021143791;1768.8570927318;2112.1848663101;1318.7509148265;1460.3136220473;1920.6853691275;3460.854767184;1794.7879345088;0;2359.8824983625
RO-PORTO VELHO;3126.2876219512;3134.4590929704;1882.5032133676;1907.4138194443;1516.0212820513;2543.4294000001;2190.6201570049;1837.2880365297;2458.1740432098;2380.8068553458;1505.6799033817;0;1693.8295594428;7203.0632445319;2798.7853999135;2453.1300817878;2985.0041542672;13144.0476572419;2058.932247918;2925.6609534229;2947.9544385027;2644.4365409706;3936.2544184504;5643.4149192367;1911.2678246961;10414.0533333334;4154.624959762
RO-PRESIDENTE MEDICI;3030.6126530613;2075.0103370786;1368.8099999999;1212;3707.7400000012;1810.3800000002;1517.0303030302;1227.596666667;2171.4050943397;1360.961304348;1377.0587500001;0;2014.2500000002;0;6116.1986666651;2035.2957142857;1599.6472727271;13698.2286956496;7485.1270114944;1856.2134468083;1447.9439310346;1435.5644444447;1316.3700000001;2257.6999036144;2107.1643071161;0;2693.9537113401
RO-RIO CRESPO;2318.5447619048;0;4731.7936363625;1311.75;0;0;1513.187142857;0;0;0;0;0;0;0;405.0789473684;1887.4238709677;0;2641.2016666659;1500;2095.6041176468;1499.6426666663;0;0;2837.7868787879;2071.9808418368;0;2352.4822769953
RO-ROLIM DE MOURA;1245.6699999999;1482.6145669291;1467.9266666667;1300.3999999994;1434.5486206897;1432.5018518518;1650.9400900901;1336.4397368422;1444.7548484848;1365.0021052635;1282.1962264151;0;2301.6611258993;2273.5036893205;1566.4994945848;1994.0088199697;2262.0506783919;13545.894753088;1741.6842321056;2491.0880040734;1439.9402170543;1631.0483965014;1517.3354805196;4236.0560515022;1835.5650368549;5103.8106666664;2400.3717900015
RO-SANTA LUZIA D OESTE;2010.8907692306;906.373125;0;0;0;0;1460.0123809522;0;1500;825.6719999999;1163.6500000004;0;1944.7299999997;0;450;1433.9192631579;1612.3805714289;6622.7611111117;1866.9019047618;1532.9442857144;1533.7620000001;1812.4178723404;0;2720.0364777327;2174.6488235294;4707.5;2235.444272388
RO-VILHENA;1936.9530000001;1805.426099585;1945.4724054054;2638.5351136361;1479.162745098;2137.7675675677;2536.9328735632;1276.770890411;1751.1813333334;2616.6175384615;1181.9136231884;0;2928.3834654019;3785.7581280787;1625.8635046729;2307.6581156689;3650.2395477386;8155.4260594796;2249.0906108597;2817.599407242;1554.2984714874;1627.7187480681;2495.7354612547;4048.9257805778;2303.3528065894;16380.826666673;2723.8768863604
RO-SAO MIGUEL DO GUAPORE;0;1164.1242857139;796875;1185.0700000003;0;0;607.8200000003;0;0;0;1615.2800000003;0;3036.5170833336;0;1742.3865306123;1892.4805724726;3228.8073749991;11079.8990769231;1680.2335227273;1807.6974999999;1482.2356989248;1387.7779687501;1205.0725925926;3352.7376423576;2326.8608550186;0;2729.8204163414
RO-NOVA MAMORE;1480.8356249999;1245.6699999999;0;0;0;0;1726.4691666667;0;0;0;0;0;1697.9902222223;0;1392.005789474;1924.6908510638;1694.896153846;12146.0824242418;1486.521484375;1644.9468421052;1523.1291780823;1492.6766666666;1304.5947058824;2263.7504541154;2041.5943362831;2116.6700000018;2297.4853440951
RO-ALVORADA D OESTE;0;1114.4059999997;0;0;0;2346.9237500005;1440.0349999992;809.0199999996;0;0;0;0;1539.8068749999;2119.5833333333;1137.9239999998;1863.3454964539;1626.8087500001;6358.6060465102;1748.5766666664;2103.3804444443;1460.6390540542;1890.4465714285;1481.3960000001;2348.8624501991;1516.1309589042;0;2092.3301783355
RO-ALTO ALEGRE DOS PARECIS;0;0;1407.0199999996;0;0;0;1486.3114285714;1369;0;0;0;0;1090.8000000008;2358.9111999998;1648.4424489795;2160.7446899222;2086.8166666665;3707.0811111114;1753.0999999998;4896.874999998;1635.8448571429;1265.1585714285;1022.2771428571;2808.0469947276;1835.9430718954;1831.25;2401.8785161289
RO-ALTO PARAISO;0;0;1443.0728571428;0;0;0;1975.4640243901;0;0;0;0;0;1606.0340000001;0;1547.2986666666;1802.4009384164;3539.3120000003;12878.6984313744;1608.7197826088;4109.3770312498;1797.6010909091;1367.8644444444;954.9154545453;3321.1838383837;1834.1781850533;0;2877.7409039227
RO-BURITIS;2241.2429629631;1036.5995000001;729.395;1247.9666666665;1434.3087500001;1416.9400000004;1450.5989502762;1212;0;0;1102.8066666666;0;945.3641747572;1782.1476190475;2796.7398214285;1795.3198570226;1608.8535714286;15053.2911872142;1594.9316206896;1928.9977884615;1335.8814788734;1698.9389247312;1558.5629729729;3488.4289207259;1627.7414173228;0;2869.5870506454
RO-NOVO HORIZONTE DO OESTE;0;0;1221.9600000003;0;0;0;1247.9250684931;0;0;0;0;0;1737.7200000001;0;441.0148275861;1468.9576666666;1216.7791724137;5745.7248648648;282.7718269231;2319.7528571423;2352.4153191491;1220.2850000002;1092.5974999999;3107.3164269141;1593.063960396;3636;2092.0193082835
RO-CACAULANDIA;0;0;0;0;0;0;0;0;0;0;0;0;2115.6835000001;0;1443.4050000003;1783.4930666668;0;11174.6691666654;1570.5849999999;2164.0960000003;1709.4092307694;1211.3400000002;2365.2600000016;3467.1787774295;2003.0750000002;0;2882.9368000001
RO-CAMPO NOVO DE RONDONIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1561.1433333332;1569.04032;741.3588888889;6555.352916666;1956.3325000001;1514.0536666667;1401.0300000005;1762.0800000001;1690.25;3372.9345652174;1903.421686747;0;2767.5649183478
RO-CANDEIAS DO JAMARI;2251.3958620691;0;1412.2400000002;1620.8859999996;0;0;1292.2890082644;1199.0949999997;0;0;0;0;1913.1986923076;1728.2599999998;4762.7966666673;2392.6346234679;1795.2144444443;18914.7179487199;1554.7810638299;1961.1712048192;1077.8012371134;1380.9412500001;1371.1885714286;3285.7500171673;2238.0794444445;0;2806.592208795
RO-CASTANHEIRAS;0;0;0;0;0;0;1403.3799999999;0;0;0;0;0;0;0;8311.7724999995;869.8734999999;651.7400000002;10393.0857142854;1619.693333334;19912.0699999928;584.9520000001;0;1191.7999999998;2174.2928484848;2039.9395833333;0;2225.1738747884
RO-CHUPINGUAIA;1840.1112;0;1587.3340000004;4723.9799999967;0;0;1721.7733333334;0;0;0;0;0;2336.5872887651;3029.4039999993;2144.4861904766;1637.283956044;1981.5580555555;4825.7899999996;2713.1375;1452.5300000001;1298.2684615386;1058.6075000002;1660.9957142861;2947.8269302325;2996.0445104895;0;2630.677843609
RO-CUJUBIM;0;0;1377.6299999999;1370.8499999996;0;0;1762.114638158;0;0;0;0;0;1380.6586956521;0;3102.880909091;1934.9722272728;688.1566666665;7201.3017857122;1416.5895121952;1754.5131707318;1380.2616463414;1191.8966666666;1618.0050000005;3849.9342568808;1923.1554251012;3576.5599999987;2542.7679505664
RO-GOVERNADOR JORGE TEIXEIRA;0;0;1113.2100000009;0;0;0;0;0;0;0;0;0;2005.8149999995;0;1940.8825000001;2631.7711111105;688.2533333333;7802.7079166661;1562.533846154;1202.0292941176;1386.9446153846;1370.8639999997;1068.1559999999;2811.9093886464;2253.0014457831;5927.7533333351;2476.4464041096
RO-ITAPUA DO OESTE;3129.7157723578;1410.4950000001;1575.5999999996;0;0;0;2379.9280769231;0;0;0;0;0;1368.7609302328;0;1632.1223529407;2198.7745454547;968.3099999999;12039.3399999933;2810.6283333331;1508.5836000002;1288.584494382;1846.4328571428;1866.5216666671;2700.5137610621;2002.0687292818;0;2520.9357392996
RO-MINISTRO ANDREAZZA;0;0;810.8399999999;0;0;0;1598.3192771085;0;0;0;0;0;2461.0573913046;0;1561.2899999991;1869.4409950249;1857.1724999997;10181.03875;1316.7986666666;2021.5549999998;798.4894999998;1480.1325000001;1248.3833333332;2742.6982281553;1355.7823728813;0;2393.8514767096
RO-MIRANTE DA SERRA;0;785.8454166667;834.0800000001;0;0;0;1252.8099999999;0;0;1901.7199999996;1297.1800000006;0;2224.1785492229;0;1559.011428571;1834.1836217948;1664.7803225806;6286.52;1535.4148739496;1504.5372972973;1682.9784042553;1908.1331034483;2711.9850724641;2398.4365245902;1341.9031111111;9229.3633333333;2077.0991627279
RO-MONTE NEGRO;1893.4724999997;1083.3300000001;1711.6774999998;0;0;0;1980.6320930236;0;0;0;0;0;2530.1655172414;3073.4483333329;2263.8106666658;1676.7774825176;1348.2137931036;9426.3267857149;1712.7238095238;2654.9483333335;1777.5286363636;2360.3262151394;3232.7412499997;2675.3657359306;2121.0670547944;0;2363.6797368421
RO-NOVA UNIAO;0;0;0;0;0;0;0;0;0;0;0;0;907.7011764706;0;462.2727272727;904.6264088397;1300.4485714287;4312.4692307689;811.355;438.6109090909;1546.765;1505.7580000002;961.956666667;2531.7934328358;1060.264782609;0;1651.4052517007
RO-PARECIS;0;0;1504.0800000001;0;0;0;2623.6364705885;0;0;0;0;0;0;3756.48483871;21908.650000006;1769.8275714285;1418.4566666664;4738.2049999988;1619.75;1642.2390000003;2307.3930434782;589.2649999997;0;3019.3607480315;2304.5922702703;0;2581.4458801498
RO-PIMENTEIRAS DO OESTE;1165.1374999997;0;0;0;0;0;1581.6133333333;0;0;0;0;0;1212;2038.0800000001;3511.9724999992;1049.2124999997;0;19346.2233333277;1415.559999999;3046.1043333329;699.9624999999;0;0;2459.1164285716;3873.3255606408;5561.1649999991;3703.1913773584
RO-PRIMAVERA DE RONDONIA;0;0;0;0;0;0;0;0;0;0;0;0;0;2060.3149999999;0;1381.0395833332;1911.158571429;12919.9083333331;2179.6123404256;2481.5800000001;2380.5512500001;2642.6908791208;0;2798.8017613636;1916.9440963856;0;2547.3266808511
RO-SAO FELIPE D OESTE;0;0;1329.0200000002;0;0;0;0;0;0;0;0;0;0;0;2155.4580000002;1490.6293069306;1333.8000000008;4659.6192857135;1484.9085714286;1796.6855223881;690.5095454546;1495.78;1269.1159999996;2340.7758787878;3394.6618439717;0;2317.367330567
RO-SAO FRANCISCO DO GUAPORE;0;0;1014.98;1369;0;0;0;1169.46;0;0;1551.7999999998;0;1553.2681250001;2824.5199999996;2252.57;1729.3887565674;2151.2779381443;9904.4571739111;1336.6824000001;1385.922413793;1441.4902857143;1394.7625;1444.6674193546;2717.0814477613;1919.0648993289;3388.1333333328;2276.1390519877
RO-SERINGUEIRAS;0;0;1518.4283333331;0;0;1355.9600000009;1364.4866666667;0;2438.7100000009;0;1173.8450000007;0;2600.6430769229;0;1317.8129999997;1679.9992532469;3769.6547619045;5566.785624999;2730.05;2713.2893442624;1307735;1285.4170000001;1676.28;2873.440952381;2067.4732323231;5717.7800000012;2515.4102592592
RO-TEIXEIROPOLIS;0;1602.9534285715;0;0;0;0;0;0;0;0;1017.3099999996;0;1028.5666666667;0;632.665;1543.0943119266;0;2921.6075;4126.2174999996;1976.6206666665;1447.1859999998;1365.9375000002;0;2813.2341832669;1702.570645161;6883.5;2322.6576278118
RO-THEOBROMA;0;0;1182.6299999999;0;0;0;0;0;0;0;0;0;2323.3655882353;0;1212;1765.4613414635;1369;3814.9830769228;1485.8400000005;1272.3016666668;1735.1600000002;1386.9750000001;961.7466666664;2718.6064455782;1824.6620361991;0;2380.0518061224
RO-URUPA;0;1181.7370833336;1104.5099999998;0;0;1682.2281250003;0;0;0;0;0;0;1755.3760280374;1067.2333333331;1421.6755555557;1679.8235211268;1655.2210000001;5391.147948717;1494.3051562501;766.5018566775;1205.8049999999;1188.5900000002;1727.013333333;3215.9924375001;1578.9011864407;0;2014.7511017964
RO-VALE DO ANARI;0;0;1355;0;0;0;1879.2161764705;0;0;0;0;0;0;0;0;1669.4602830189;1302.5085714287;16405.625454541;989.9137500001;1524.229473684;2014.3561538459;1420.3850000001;1097.0366666668;2715.7380095923;1679.509736842;0;2401.304907749
RO-VALE DO PARAISO;0;1422.7116666663;0;0;0;0;1996.3599999996;0;0;0;1356.75;0;1302.533529412;0;1682.5014285714;1646.394375;1019.5200000002;6412.0576923088;1567.7128571429;1510.6165517241;1602.4429999997;1692.894285714;2614.1277777778;2849.486681128;1663.5893023256;0;2438.1433206591
AC-ACRELANDIA;0;1542.4953846152;1223.2666666669;0;0;0;1824.3399999999;0;0;0;0;0;1776.0651851852;0;2307.563333333;1731.0277181208;1330.2199999997;13945.7358333312;2262.8827777777;2689.9499999993;1519.8510869566;0;1364.3583333334;3089.5039481267;1486.6744827585;0;2470.6357952285
AC-ASSIS BRASIL;0;0;0;0;0;0;0;0;0;0;0;0;1720.3650000002;0;0;1540.5592592593;1082.2299999998;17971.3633333287;1415875;1622.4899999998;1167.2975;2379.43917647;1463.4550000001;3029.3183838388;1973.4388888891;0;2739.3827636364
AC-BRASILEIA;1345.3200000003;898.5120689655;1206.9500000002;0;0;0;0;0;0;0;0;0;1617.9583755588;0;5264.0559999995;1753.7748113208;2167.8772164948;14807.3992000001;1475.0142857143;1806.7905140187;1313.3986614175;1690.844489796;2876.7815789474;3244.2261425061;1747.8361904763;3350.7600000004;2369.2286762197
AC-BUJARI;0;0;0;0;0;0;1102.3399999999;0;0;0;0;0;0;0;878.3622580644;1540.8295744681;0;64282.1028571491;1429.1446107786;2342.9000000004;1834.7022154963;0;0;2989.3400305809;1562.8598576513;0;2120.4339338235
AC-CAPIXABA;0;0;0;0;0;0;1316.2320000008;0;0;1754.2788888889;0;0;519.4285714286;0;2121.0054545455;1786.569814815;1341.0544444446;21756.9349999968;1221.3533333335;392.50875;827.2633333333;0;1549.6766666664;3072.2523839661;1635.28016;0;2595.7559563542
AC-CRUZEIRO DO SUL;1618.4058333331;1409.905;1279.9535897438;1308.9600000009;2283.1150000002;0;677.0680769232;1104.4804545455;0;1122.8733333334;1330.9737500001;0;1172.5066782007;4433.7046268652;2229.1543646409;1909.4729955158;1665.8869345236;14397.8491588805;2133.7460325204;2980.6196000002;1408.1680372671;2079.120883978;3056.0314566927;2374.4111287371;1238.6320618557;1543.1699999999;2232.4665406699
AC-EPITACIOLANDIA;2181.8250000002;0;1324.2574999998;0;0;0;1440.8900000001;0;0;0;1233.0450000002;0;1447.9827272729;0;1490.7150909091;2060.3815316316;1675.9930434783;26205.5666666627;1409.0986899562;2870.0920833329;1072.6778082192;1317.7224999997;607.74;2831.4044744745;1237.5779166667;0;2201.6305614849
AC-FEIJO;0;1336.4264705879;1415.6849999996;0;0;0;966.3620000001;0;0;0;1153.6400000006;0;1293.7466666665;0;1613.5094117646;1559.7934760705;1229.4757142855;17395.6875757551;1452.3383333334;3337.1822222221;1263.0179142856;2745.3229302324;3596.026;2876.136867305;1315.017457627;0;2240.7912669287
AC-JORDAO;0;0;0;0;0;0;0;0;0;0;0;0;0;3087375;640.51;1126.069047619;0;0;0;3403;1345.3200000003;1212;0;2160.0182290076;0;0;2113.488150289
AC-MANCIO LIMA;0;0;0;0;0;0;0;0;0;0;0;0;1341.8260000001;0;2084.412105263;1735.1618446604;0;5638.2760000005;1789.8062500001;3229.7024999997;1231.0700000003;1561.5949999997;1006.0733333336;3018.5455999999;1028.3065;0;2729.5953094462
AC-MANOEL URBANO;0;0;0;0;0;0;3669.4138596491;0;0;0;0;0;0;0;0;1543.7183695656;1201.6749999998;33961.2112500085;1175.3899999994;3398.9357142857;1317.6975000002;1460.7000000002;0;3035.9365371025;1123.1254545454;0;3247.8111481483
AC-MARECHAL THAUMATURGO;0;0;0;0;0;0;0;0;0;0;0;0;0;3151.9224999994;10834.2399999946;1294.331527778;0;5888.1199999998;0;0;1257.2266666666;0;0;2306.3782458234;0;0;2248.4417046689
AC-PLACIDO DE CASTRO;0;0;1461.1420000007;0;0;0;0;0;0;0;1352.5899999999;0;1656.2128260872;0;686.4733333333;1683.884732143;1312.7037499999;15069.6861538483;1718.3421370671;2660.6028571432;1569.9935294119;1396.4000000004;1226.366;2798.3138132295;1370.4812663755;7530;1961.4122757804
AC-PORTO WALTER;0;1243.3333333333;0;0;0;0;0;0;0;0;0;0;0;3016.0780000001;1658.4799999995;1454.2400000003;1245.6699999999;0;1212;0;1217.0750000002;1272.5999999996;0;2044.476119403;1160.3766666669;0;2017.4126171529
AC-RIO BRANCO;951.5658333335;1553.9614233576;1926.8889208632;1606.5196363637;2064.0379166666;1762.1252586207;1889.5261552028;1396.8021739131;2410.5249781661;1590.1216058395;1354.8172222223;1413.4826086956;1881.213326923;5374.8127560521;2040.9755223124;2279.3963161191;2284.2554375345;5327.0683449679;2379.6390824623;2641.5886198921;1603.5038933043;2501.4754730851;5506.1208619729;5667.8765962623;1552.5171555916;5728.3573333343;3738.15095499
AC-RODRIGUES ALVES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1871.152;1515.7987096775;0;37674.6866666799;1212;5713.4000000022;1163.8050000002;1000.0062500001;398.6125;2717.8949904398;1841.8259999998;0;2723.1719280661
AC-SANTA ROSA DO PURUS;0;1724.4700000001;0;0;0;0;0;0;0;0;0;0;0;3060.0824999996;1212;1051.9042857146;0;0;0;3256.2600000016;1455.6133333339;0;0;2544.8087478558;0;0;2499.628120915
AC-SENADOR GUIOMARD;0;1316.167368421;0;0;0;0;2947.79;0;0;1248.7176923078;0;0;2417.2511254021;0;9610.9055999969;2003.6938461539;2256.2904411765;25138.448518522;2015.8190697675;2059.7937777779;1440.274629981;1423.8640000001;1072.8581818181;2619.8474492101;1696.4375531915;0;2328.7823044467
AC-SENA MADUREIRA;0;1138.7633333335;1345.1300000008;0;0;0;2352.5317934782;1283.486666667;1696.3435294119;0;1140.8888888889;0;1650.7684482759;0;2699.3480645156;1774.08920354;2465.4438709678;19394.5421276579;995.5819298246;1695.6649253733;1277.5958771931;1397.6646666666;1431.7857142856;3260.4110119047;1638.156368421;0;2330.9286396181
AC-TARAUACA;0;1360.2848148149;862.763333333;0;0;0;1234.9379999999;0;0;0;673.335;0;828.2789795919;0;3911.8057142859;1594.9915129683;1469.6307692304;20912.3926470573;1136.0478947369;3679.7564285717;1123.422826087;2522.2254545457;792.5227272727;3472.0920769231;1241.4758;1220.5999999996;2828.393767301
AC-XAPURI;0;0;1575;0;0;0;2239.0743478261;0;4848;0;0;0;1505.3638461538;0;1256.8838461537;1580.9216666668;1259.0108333333;7102.9841666662;1547.6718181818;2119.5041666667;1507.6990697675;1255.0250000004;1778.1954166667;3444.9043234322;1842.2623113207;0;2477.9840272728
AC-PORTO ACRE;0;0;0;0;0;0;2011.6504054055;0;0;0;0;0;2054.2781081082;0;9731.8966666644;1252.3134391534;0;41522.8514285748;1797.3171428578;1049.4466666668;452.983;373.7000000002;1343.56125;2144.0709466667;1413.7100854701;0;2110.0661318682
AM-ALVARAES;0;0;0;0;0;0;0;0;0;0;0;0;0;45145.3999999724;1679.0800000001;1922.2389743594;0;0;26360.2766666732;3183.4200000018;0;0;0;2431.3515270271;0;0;2696.4289100128
AM-AMATURA;0;0;0;0;0;0;0;0;0;0;0;0;0;5373.200000003;1439.9249999998;1327.023333333;0;0;19826.449999998;3513.5050000008;1212;0;0;1931.8874701409;0;0;2045.2890976643
AM-ANAMA;0;0;0;0;0;0;0;0;0;0;0;0;1226.1600000002;22052.4059999958;0;1507.9322222221;0;0;2424;4580.1449999996;0;0;0;2035.9332346723;0;0;2217.9617068273
AM-ANORI;0;0;0;0;0;0;0;0;0;0;0;0;0;25093.6560000047;312.8571428571;1061.2006250001;0;0;2007.3550000005;4810.5133333343;0;0;0;2301.2810584678;0;0;2386.2971219513
AM-APUI;5800;0;0;0;0;0;1970.3100000005;0;0;0;0;0;1245.6699999999;9754.4483333333;4305.5549999978;1794.9704867255;4716.4107692308;5633.6273333336;1671.5695454544;1632.7270000001;1523.668333333;406.2450000001;1524.1899999995;2582.8024386724;1910.5055555554;0;2428.3657434944
AM-ATALAIA DO NORTE;0;0;0;0;0;0;0;0;0;3187.9661111111;0;0;0;3009.4625000001;0;1543.2896296295;0;0;1619.7799999993;2741.9333333336;900;0;633.3399999999;1906.1688810289;0;0;1931.0273761467
AM-AUTAZES;0;0;0;0;0;0;0;5250;0;5137.1666666661;0;0;1331.8279999999;3755.0943478262;8900.7757142857;1488.5028143713;2171.8566666665;23431.1831250049;2453.9200000018;3181.2766666673;1874.7357142855;0;0;2035.752139069;1311.8009999997;0;2231.5567622344
AM-BARCELOS;2425.0774999999;0;0;0;0;0;0;0;0;0;0;0;0;10897.2708333341;4492.4182857136;1544.3332584269;1213;17760.4760000009;1413.1399999997;5841.3292857121;1398.3536363635;0;0;1638.8597936508;0;20733.9300000072;2175.3675267538
AM-BARREIRINHA;0;0;0;0;0;0;0;0;0;0;0;0;1212;2822.0724999998;0;1312.6844897959;1212;3017.4672727275;1729.4087500002;11789.1725000022;1606.5785714289;1668.4872727276;0;2752.5567405063;0;0;2577.8424159402
AM-BENJAMIN CONSTANT;0;0;0;0;0;0;0;0;1241.1300000008;2687.0025000004;1384.171875;0;1558.7316666665;4062.1593939397;0;1205.5052760736;1201.8999999999;14389.1285714278;5219.0453333334;3018.7153846166;2369.0444;1329.0466666669;1166.9116666666;2393.7565806715;0;0;2390.7765618221
AM-BERURI;0;0;0;0;0;0;0;0;0;0;0;0;0;99764.0299999714;0;1320.2758333331;0;6034.955000001;1227.5049999999;3486.836666666;2216.8758326692;0;0;1895.8824999999;0;0;2290.2615562402
AM-BOA VISTA DO RAMOS;0;0;0;0;0;0;0;0;0;0;0;0;1269.9749999999;16975.7780000113;0;1694.6763461538;1272.2599999998;0;1382.085;5003.5850000009;1488.5500000008;0;0;1836.4509978541;0;0;1871.0370345539
AM-BOCA DO ACRE;0;1467.2666666666;0;0;0;0;0;0;0;0;0;0;1728.7430516432;39399.2850000113;5114.8577777777;1330.334115942;1886.3876315789;20673.1823076864;1373.8011764708;1945.5812727273;1333.9176190475;1231.1550000003;1504.3506666664;1664.4741741601;1519.5972770701;0;1780.3149244469
AM-BORBA;0;0;0;0;0;0;0;0;0;0;0;0;0;4687.5236842105;4471.4024999999;1499.6008064516;2765.9169230769;19992.5337037025;1278.6499999998;2599.6555555554;1192.6354545455;0;0;1966.450327184;0;0;2142.3058292281
AM-CAAPIRANGA;0;0;0;0;0;0;0;0;0;0;0;0;0;9481.5;0;1311.7109090911;0;0;0;4678.3166666664;3825;0;0;1958.425412766;0;0;1968.7459144295
AM-CANUTAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;784.3550000004;0;1401.479230769;0;6026.9174999995;1372.4424999999;13747.1166666634;1383.3300000001;0;0;1809.7311475409;1254.0110869565;0;1904.4055319148
AM-CARAUARI;0;0;0;1243.2799999993;0;0;0;0;0;0;0;0;0;7387.1143999981;0;1192.7021383646;1485.0799999998;21416.3906666644;30856.9928571369;3904.9000000013;2400.7675;622.8333333333;0;2071.961056995;3179.1545454552;0;2478.7398767461
AM-CAREIRO;0;1331.7787500004;0;0;0;0;1151.4000000004;0;0;0;0;0;1413.8200000003;6297.9949999973;2158.0349999992;3967.8930841122;1332.3593749998;21869.4829411781;1840.9787500005;2609.9030000001;1782.4708571429;1773.8099999999;0;2913.8929052822;6945.6633333334;0;3135.710142857
AM-CAREIRO DA VARZEA;0;0;0;0;0;0;0;0;0;0;0;0;0;2448.4499999993;0;2427.254166667;0;0;0;2756.9768749992;0;0;0;2080.8701490197;0;0;2092.9080613028
AM-COARI;43322.5483072108;1514.8936363638;0;0;0;0;1313.7229999999;1144.098888889;0;0;1326.9349999996;0;1459.2722580645;5358.9891566262;1725.3550375941;2368.2955850235;1798.2465384616;10583.9184210527;1632.8428431373;9146.2400000006;1718.8615503874;1229.2142857142;1494.750128205;2082.0802368154;1334.6425000001;0;3778.9871041549
AM-CODAJAS;0;0;0;0;0;0;0;0;0;0;0;0;0;17723.2200000054;1429.618095238;1964.7204411763;1126.887647059;4738.1433333328;16907.9111111089;32942.564999992;546.9499999999;0;0;2101.1080290298;0;0;2615.1577762804
AM-EIRUNEPE;0;0;0;0;0;0;0;0;0;0;0;0;0;6567.8286956505;199.1764;1370.7295454545;0;16003.187500004;18242.3337500014;1468.5600000003;952.0885714286;0;1212;2494.5079403796;0;0;2557.6134411087
AM-ENVIRA;0;0;0;0;0;0;0;0;0;3376.5480000004;0;0;1212;7770.0700000003;1367.9066666663;1274.727173913;0;5580.1520000018;1244.5449999999;4950.1099999994;0;0;0;1736.720465718;1436.7599999998;0;1748.1995555556
AM-FONTE BOA;0;0;0;0;0;0;0;0;0;0;0;0;977.6357142856;105357.330000043;1203.0999999996;2342.0628125001;0;42816.8200000048;18362.0899999969;3129.9700000001;0;1260.3737241379;1212;2079.9845512506;0;0;2215.7131726908
AM-GUAJARA;0;0;0;0;0;0;0;0;0;0;0;0;1274.0550000006;1438.9700000007;3683.2706249998;1578.4859374999;1230.8000000008;5063.9816666658;415.2233333333;6705.3100000024;1106.3149999999;1396.2200000007;0;1746.5528508771;1871.4223529415;0;1805.0857627118
AM-HUMAITA;1460;1272.5148648649;1849.795714286;0;0;1251.9000000004;1494.7279069768;1358;1997.0520000001;0;926.6749999998;0;1267.9430357144;4663.2211538461;1589.5967307692;1879.1932991453;1753.8621186441;15169.4946875023;2283.2700917436;2438.4072641511;1365.6276562499;1603.0673584906;1563.2035164835;3199.3147901593;2480.602063492;0;2607.8310787026
AM-IPIXUNA;0;0;0;0;0;0;0;0;0;3247.8811111115;0;0;1223.2233333333;80886.6399999857;0;1335.4128571429;0;3472.1449999996;1245.6699999999;5548.1100000013;0;0;606;1717.5091999997;0;0;3367.4643103446
