Município;Analfabeto;Até 5 Incompleto;5 Completo Fundamental;6 a 9 Fundamental;Fundamental Completo;Médio Incompleto;Médio Completo;Superior Incompleto;Superior Completo;Mestrado;Doutorado;Total
PB-BARRA DE SANTA ROSA;3;67;19;16;40;16;315;19;192;1;1;689
PB-BARRA DE SAO MIGUEL;1;2;1;4;2;6;246;1;97;1;0;361
PB-BAYEUX;59;259;153;768;435;1752;6933;280;2494;13;3;13149
PB-BELEM;11;40;33;51;102;75;667;34;170;49;0;1232
PB-BELEM DO BREJO DO CRUZ;9;28;32;26;36;39;270;48;197;0;0;685
PB-BERNARDINO BATISTA;0;8;65;4;117;3;63;2;146;2;0;410
PB-BOA VENTURA;0;0;0;0;3;0;11;2;4;0;0;20
PB-BOA VISTA;11;25;66;85;227;64;484;29;251;2;0;1244
PB-BOM JESUS;1;5;3;22;35;12;115;9;64;1;0;267
PB-BOM SUCESSO;5;4;3;5;41;13;309;7;91;0;0;478
PB-BONITO DE SANTA FE;2;1;3;5;11;7;329;2;146;1;0;507
PB-BOQUEIRAO;12;63;34;69;138;70;850;56;414;5;1;1712
PB-IGARACY;37;5;7;3;13;102;172;8;85;0;0;432
PB-BORBOREMA;0;1;1;2;6;0;208;3;92;1;0;314
PB-BREJO DO CRUZ;9;60;4;66;13;11;383;8;323;10;2;889
PB-BREJO DOS SANTOS;2;9;15;22;38;33;173;11;129;6;0;438
PB-CAAPORA;149;483;356;372;1198;312;2075;30;559;4;0;5538
PB-CABACEIRAS;4;19;14;36;23;20;198;9;77;1;0;401
PB-CABEDELO;112;883;358;811;1394;988;11928;722;3788;713;65;21762
PB-CACHOEIRA DOS INDIOS;0;10;11;24;35;26;247;17;143;0;2;515
PB-CACIMBA DE AREIA;0;0;1;137;6;1;76;2;39;0;0;262
PB-CACIMBA DE DENTRO;5;57;15;39;30;70;396;35;238;3;1;889
PB-CACIMBAS;7;5;6;10;84;46;153;6;240;0;0;557
PB-CAICARA;4;9;13;31;43;54;124;85;160;0;0;523
PB-CAJAZEIRAS;35;304;171;445;647;529;5300;318;1902;134;94;9879
PB-CAJAZEIRINHAS;0;1;0;1;11;12;24;182;40;0;0;271
PB-CALDAS BRANDAO;10;41;20;26;94;20;303;12;145;0;0;671
PB-CAMALAU;0;2;1;2;200;2;92;2;164;0;0;465
PB-CAMPINA GRANDE;358;1949;1580;3067;6010;5210;67168;6305;26659;1287;1211;120804
PB-CAPIM;3;18;19;31;53;45;168;24;183;0;0;544
PB-CARAUBAS;0;19;19;14;33;17;135;16;93;0;0;346
PB-CARRAPATEIRA;0;7;18;12;33;8;75;13;76;2;0;244
PB-CASSERENGUE;1;25;14;29;40;25;191;12;147;0;0;484
PB-CATINGUEIRA;3;11;8;27;24;28;186;34;133;0;0;454
PB-CATOLE DO ROCHA;10;80;39;249;143;182;2225;100;632;27;1;3688
PB-CATURITE;1;5;7;30;21;23;210;20;167;2;0;486
PB-CONCEICAO;28;12;1;56;10;10;678;7;360;1;0;1163
PB-CONDADO;0;6;2;9;86;9;141;10;121;3;0;387
PB-CONDE;55;195;208;276;464;515;4317;190;1073;122;3;7418
PB-CONGO;1;6;9;8;10;9;156;6;102;16;0;323
PB-COREMAS;3;20;4;24;65;35;252;23;244;4;0;674
PB-COXIXOLA;0;21;10;23;6;5;76;5;61;0;0;207
PB-CRUZ DO ESPIRITO SANTO;34;79;74;144;220;57;1111;17;455;0;0;2191
PB-CUBATI;1;34;28;55;72;65;240;50;143;0;1;689
PB-CUITE;7;9;117;21;59;30;850;38;392;0;1;1524
PB-CUITEGI;8;10;14;88;33;31;200;9;135;0;0;528
PB-CUITE DE MAMANGUAPE;10;68;4;36;11;5;261;1;171;1;1;569
PB-CURRAL DE CIMA;4;4;3;2;17;5;118;45;199;47;0;444
PB-CURRAL VELHO;2;0;2;8;80;18;104;1;53;0;0;268
PB-DAMIAO;1;19;29;18;27;8;122;15;125;0;0;364
PB-DESTERRO;12;10;13;21;23;18;114;8;70;0;0;289
PB-VISTA SERRANA;2;11;5;20;29;15;139;16;90;0;0;327
PB-DIAMANTE;0;2;1;1;2;27;44;148;151;0;0;376
PB-DONA INES;2;54;17;27;29;25;206;39;151;7;0;557
PB-DUAS ESTRADAS;1;9;11;26;20;7;209;6;91;1;0;381
PB-EMAS;1;10;0;11;6;2;158;0;34;0;0;222
PB-ESPERANCA;112;34;38;97;409;585;1738;94;591;7;0;3705
PB-FAGUNDES;2;25;25;20;30;28;292;16;150;2;0;590
PB-FREI MARTINHO;0;4;2;6;46;4;118;8;80;0;0;268
PB-GADO BRAVO;3;0;3;1;19;22;253;7;248;0;0;556
PB-GUARABIRA;72;241;194;683;775;797;5989;286;1597;20;8;10662
PB-GURINHEM;16;33;13;56;366;35;516;10;290;0;0;1335
PB-GURJAO;2;20;6;13;35;9;168;23;132;2;1;411
PB-IBIARA;2;4;0;17;23;5;209;0;71;0;0;331
PB-IMACULADA;4;10;7;28;15;21;202;15;195;0;0;497
PB-INGA;14;48;32;49;362;63;765;24;307;72;0;1736
PB-ITABAIANA;37;121;30;90;113;90;1298;73;545;11;1;2409
PB-ITAPORANGA;49;78;56;109;122;66;1743;35;489;3;0;2750
PB-ITAPOROROCA;120;184;109;90;179;50;489;35;275;166;0;1697
PB-ITATUBA;12;68;16;89;36;79;382;18;115;1;0;816
PB-JACARAU;8;34;13;23;147;20;511;29;250;181;2;1218
PB-JERICO;0;2;1;1;6;5;276;4;84;0;0;379
PB-JOAO PESSOA;1559;4723;3152;9271;63806;9900;127687;10884;65436;3645;1572;301635
PB-JUAREZ TAVORA;3;2;9;26;12;56;183;18;95;0;0;404
PB-JUAZEIRINHO;13;77;23;42;65;98;726;93;415;2;0;1554
PB-JUNCO DO SERIDO;9;41;35;39;41;11;295;11;128;1;0;611
PB-JURIPIRANGA;32;168;62;50;41;13;335;10;165;1;1;878
PB-JURU;0;78;1;35;0;1;143;1;113;0;0;372
PB-LAGOA;4;3;0;2;100;26;280;10;65;0;0;490
PB-LAGOA DE DENTRO;0;16;2;4;106;5;191;4;226;16;0;570
PB-LAGOA SECA;13;91;47;94;246;119;1296;66;562;2;0;2536
PB-LASTRO;0;3;30;7;12;20;106;10;56;0;0;244
PB-LIVRAMENTO;0;0;0;2;230;4;105;0;164;0;0;505
PB-LOGRADOURO;0;9;7;16;17;12;109;8;103;2;1;284
PB-LUCENA;41;145;72;221;141;195;818;188;431;0;0;2252
PB-MAE D AGUA;0;34;0;33;1;0;114;1;89;1;0;273
PB-MALTA;100;4;9;4;42;8;250;11;101;0;0;529
PB-MAMANGUAPE;292;811;343;946;769;312;3613;268;1064;7;1;8426
PB-MANAIRA;0;1;3;6;0;4;342;4;23;0;1;384
PB-MARCACAO;21;50;25;26;45;23;322;9;144;3;0;668
PB-MARI;1;15;55;19;263;22;652;15;384;0;0;1426
PB-MARIZOPOLIS;2;36;3;99;11;10;208;5;116;4;0;494
PB-MASSARANDUBA;3;8;203;5;263;14;188;7;251;0;0;942
PB-MATARACA;51;149;73;102;74;75;488;30;187;41;0;1270
PB-MATINHAS;0;0;31;0;92;3;119;0;130;0;0;375
PB-MATO GROSSO;0;48;7;29;17;12;84;3;27;34;1;262
PB-MATUREIA;0;3;1;38;1;3;217;3;109;1;0;376
PB-MOGEIRO;3;22;42;95;81;110;805;17;216;0;1;1392
PB-MONTADAS;5;24;23;10;10;10;115;5;7;0;0;209
PB-MONTE HOREBE;1;5;8;7;19;4;160;11;154;7;0;376
PB-MONTEIRO;21;42;67;64;112;60;1698;119;775;3;1;2962
PB-MULUNGU;14;29;43;69;68;138;132;138;89;0;0;720
PB-NATUBA;0;49;0;55;1;6;319;0;247;1;0;678
PB-NAZAREZINHO;1;3;2;20;5;11;164;0;117;2;1;326
PB-NOVA FLORESTA;2;15;8;13;72;15;293;37;153;6;0;614
PB-NOVA OLINDA;44;2;1;5;9;4;201;0;101;4;0;371
PB-NOVA PALMEIRA;0;21;11;17;22;25;173;11;128;2;0;410
PB-OLHO D AGUA;5;43;0;64;2;1;213;1;115;0;0;444
PB-OLIVEDOS;0;17;2;14;16;5;86;3;84;4;0;231
PB-OURO VELHO;2;1;0;2;69;5;170;2;79;0;0;330
PB-PARARI;0;0;7;0;113;0;42;0;72;0;0;234
PB-PASSAGEM;2;0;7;83;4;35;88;5;79;0;0;303
PB-PATOS;388;427;168;503;590;589;9763;454;2920;241;81;16124
PB-PAULISTA;32;37;2;79;5;4;264;4;188;0;0;615
PB-PEDRA BRANCA;0;1;0;14;1;0;169;0;99;3;0;287
PB-PEDRA LAVRADA;5;23;15;35;49;25;383;17;225;2;0;779
PB-PEDRAS DE FOGO;100;633;130;401;357;949;1564;453;805;0;0;5392
PB-PIANCO;2;32;2;61;15;9;839;16;451;0;0;1427
PB-PICUI;11;35;24;34;365;37;604;19;397;9;0;1535
PB-PILAR;196;788;83;56;35;27;568;5;309;0;0;2067
PB-PILOES;3;21;9;23;19;27;203;12;112;1;1;431
PB-PILOEZINHOS;2;7;2;5;11;12;150;11;97;1;0;298
PB-PIRPIRITUBA;4;52;10;33;30;15;340;12;204;1;0;701
PB-PITIMBU;8;8;115;55;426;70;1009;35;329;3;0;2058
PB-POCINHOS;3;38;23;69;45;26;325;9;22;0;1;561
PB-POCO DANTAS;0;19;8;13;10;2;172;4;190;0;0;418
PB-POCO DE JOSE DE MOURA;0;1;1;3;8;3;338;17;165;0;0;536
PB-POMBAL;21;44;21;54;158;103;1496;52;653;54;0;2656
PB-PRATA;0;1;13;5;2;49;81;61;90;0;0;302
PB-PRINCESA ISABEL;3;69;35;116;203;86;973;39;355;19;0;1898
PB-PUXINANA;5;14;8;8;143;10;443;10;135;0;0;776
PB-QUEIMADAS;25;151;99;203;398;236;2111;107;749;13;2;4094
PB-QUIXABA;1;15;0;20;4;2;136;2;82;0;0;262
PB-REMIGIO;6;48;51;36;124;51;641;9;395;1;0;1362
PB-PEDRO REGIS;0;3;37;6;23;2;144;5;137;6;17;380
PB-RIACHAO;0;1;28;1;156;2;127;2;127;0;0;444
PB-RIACHAO DO BACAMARTE;5;65;22;19;34;10;177;12;173;0;0;517
PB-RIACHAO DO POCO;4;1;1;4;1;0;242;0;91;0;0;344
PB-RIACHO DE SANTO ANTONIO;0;0;12;1;113;0;45;12;50;0;0;233
PB-RIACHO DOS CAVALOS;3;28;11;18;41;17;279;14;106;68;1;586
PB-RIO TINTO;254;775;318;589;313;273;1108;112;657;216;0;4615
PB-SALGADINHO;5;5;1;20;0;0;184;0;34;0;1;250
PB-SALGADO DE SAO FELIX;1;67;20;29;16;21;381;7;183;3;0;728
PB-SANTA CECILIA;0;0;1;4;3;11;49;1;2;0;0;71
PB-SANTA CRUZ;0;11;4;13;24;13;216;13;115;3;1;413
PB-SANTA HELENA;4;3;2;7;3;2;183;0;111;0;0;315
PB-SANTA INES;0;10;0;8;0;1;241;0;56;1;1;318
PB-SANTA LUZIA;14;131;64;129;151;195;1221;81;476;2;0;2464
PB-SANTANA DE MANGUEIRA;11;31;0;39;0;0;472;1;249;3;1;807
PB-SANTANA DOS GARROTES;3;5;1;13;0;0;211;0;124;0;0;357
PB-JOCA CLAUDINO;0;2;0;30;1;2;65;0;121;0;0;221
PB-SANTA RITA;547;1887;1380;1419;3534;1363;10411;323;2464;15;3;23346
PB-SANTA TERESINHA;8;35;19;41;23;66;309;12;103;0;0;616
PB-SANTO ANDRE;0;11;6;21;24;9;115;7;65;4;0;262
PB-SAO BENTO;40;216;61;227;162;213;1455;108;705;7;0;3194
PB-SAO BENTINHO;0;9;17;23;29;23;127;8;101;1;1;339
PB-SAO DOMINGOS DO CARIRI;0;0;0;0;0;0;114;0;39;0;0;153
PB-SAO DOMINGOS;2;3;146;8;82;4;60;2;75;0;0;382
PB-SAO FRANCISCO;0;3;0;3;1;1;32;0;6;0;0;46
PB-SAO JOAO DO CARIRI;7;6;18;22;146;28;379;5;92;3;0;706
PB-SAO JOAO DO TIGRE;1;1;16;10;14;14;25;53;175;0;0;309
PB-SAO JOSE DA LAGOA TAPADA;1;18;2;12;12;94;163;34;168;0;0;504
PB-SAO JOSE DE CAIANA;1;3;2;4;8;18;168;2;117;0;0;323
PB-SAO JOSE DE ESPINHARAS;1;11;11;20;22;5;139;12;134;0;0;355
PB-SAO JOSE DOS RAMOS;117;8;3;93;8;12;63;3;61;0;0;368
PB-SAO JOSE DE PIRANHAS;2;32;21;36;71;93;663;28;342;3;0;1291
PB-SAO JOSE DE PRINCESA;2;3;4;8;28;17;76;7;60;0;0;205
PB-SAO JOSE DO BONFIM;0;0;1;14;16;3;45;2;68;0;0;149
PB-SAO JOSE DO BREJO DO CRUZ;0;19;3;15;20;5;110;9;44;14;4;243
PB-SAO JOSE DO SABUGI;3;5;9;28;10;15;170;4;99;0;0;343
PB-SAO JOSE DOS CORDEIROS;0;3;5;24;119;5;64;3;78;0;0;301
PB-SAO MAMEDE;1;2;0;1;10;18;353;16;99;0;0;500
PB-SAO MIGUEL DE TAIPU;33;21;8;23;24;14;282;2;330;4;3;744
PB-SAO SEBASTIAO DE LAGOA DE ROCA;0;2;42;7;270;14;176;17;233;1;0;762
PB-SAO SEBASTIAO DO UMBUZEIRO;0;0;0;0;2;89;37;0;46;0;0;174
PB-SAPE;93;374;148;277;207;204;2605;82;1159;53;6;5208
PB-SAO VICENTE DO SERIDO;2;12;49;17;14;24;171;54;292;2;1;638
PB-SERRA BRANCA;4;34;28;54;43;50;574;54;339;1;0;1181
PB-SERRA DA RAIZ;6;17;49;5;170;0;79;0;94;0;0;420
PB-SERRA GRANDE;1;39;2;25;19;14;175;4;72;0;0;351
PB-SERRA REDONDA;0;2;21;13;12;31;130;97;130;0;0;436
PB-SERRARIA;7;13;8;4;32;29;203;50;61;0;0;407
PB-SERTAOZINHO;6;7;34;115;30;46;242;7;93;4;0;584
PB-SOBRADO;3;26;7;27;9;9;227;0;192;2;2;504
PB-SOLANEA;15;39;33;33;94;88;1454;102;521;6;2;2387
PB-SOLEDADE;10;73;28;92;45;29;704;19;294;3;0;1297
PB-SOSSEGO;0;1;121;0;64;2;85;5;97;0;0;375
PB-SOUSA;178;392;119;654;707;402;5790;352;2003;29;1;10627
PB-SUME;4;49;14;28;103;49;798;90;454;10;0;1599
PB-TACIMA;6;39;11;21;58;39;259;11;191;0;1;636
PB-TAPEROA;0;8;215;15;175;13;361;14;281;0;0;1082
PB-TAVARES;1;18;7;7;40;11;356;19;249;0;0;708
PB-TEIXEIRA;5;10;2;102;13;18;425;12;217;1;0;805
PB-TENORIO;2;38;5;30;10;3;145;0;84;1;0;318
PB-TRIUNFO;4;7;15;34;39;21;156;12;205;5;1;499
PB-UIRAUNA;4;32;24;21;41;23;616;23;295;1;0;1080
PB-UMBUZEIRO;0;3;0;1;7;2;55;4;10;0;0;82
PB-VARZEA;0;1;13;16;10;20;72;77;121;0;0;330
PB-VIEIROPOLIS;3;26;2;21;19;1;118;2;99;0;0;291
PB-ZABELE;0;0;0;1;2;1;66;4;50;0;0;124
PE-ABREU E LIMA;24;209;96;231;508;395;7497;346;1615;26;4;10951
PE-AFOGADOS DA INGAZEIRA;26;65;39;101;160;168;2364;97;1000;22;0;4042
PE-AFRANIO;8;67;68;89;131;90;815;30;430;0;0;1728
PE-AGRESTINA;15;125;29;147;92;86;832;35;344;2;0;1707
PE-AGUA PRETA;120;258;143;184;236;118;923;76;432;4;0;2494
PE-AGUAS BELAS;15;43;30;105;94;98;1797;49;586;0;0;2817
PE-ALAGOINHA;3;6;3;10;24;2;523;10;171;1;0;753
PE-ALIANCA;115;358;338;204;172;80;1153;29;954;0;1;3404
PE-ALTINHO;3;16;10;37;103;30;761;25;273;1;0;1259
PE-AMARAJI;611;113;70;88;145;55;482;8;127;0;0;1699
PE-ANGELIM;2;17;8;8;12;19;197;7;495;1;0;766
PE-ARACOIABA;6;59;49;33;124;44;976;53;366;3;0;1713
PE-ARARIPINA;38;205;207;355;618;484;3830;287;2112;27;10;8173
PE-ARCOVERDE;66;152;108;242;325;328;6042;360;1947;94;178;9842
PE-BARRA DE GUABIRABA;11;72;24;93;60;28;535;13;228;11;1;1076
PE-BARREIROS;54;69;258;128;155;123;2341;87;1904;1;0;5120
PE-BELEM DE MARIA;1;23;13;12;22;24;131;24;89;1;0;340
PE-BELEM DE SAO FRANCISCO;8;125;56;194;104;334;1039;181;392;41;0;2474
PE-BELO JARDIM;57;463;159;636;631;584;7125;556;1987;35;9;12242
PE-BETANIA;1;5;4;7;7;4;424;4;268;2;0;726
PE-BEZERROS;66;362;324;746;576;567;7357;263;1509;28;1;11799
PE-BODOCO;2;61;7;161;70;34;792;32;354;1;0;1514
PE-BOM CONSELHO;10;135;78;159;207;102;1668;50;763;15;0;3187
PE-BOM JARDIM;29;77;45;92;254;83;1096;26;378;8;1;2089
PE-BONITO;22;130;132;118;202;125;2875;74;275;2;0;3955
PE-BREJAO;11;15;15;20;29;17;307;3;534;0;0;951
PE-BREJINHO;0;14;18;12;74;233;216;13;144;0;0;724
PE-BREJO DA MADRE DE DEUS;28;91;48;132;162;93;1337;57;707;2;0;2657
PE-BUENOS AIRES;15;99;22;36;65;44;484;38;163;0;0;966
PE-BUIQUE;7;53;25;74;96;103;1923;79;844;44;3;3251
PE-CABO DE SANTO AGOSTINHO;423;995;477;1670;2166;1445;28526;1306;5330;85;15;42438
PE-CABROBO;5;15;17;38;536;82;1976;56;611;1;0;3337
PE-CACHOEIRINHA;1;95;35;48;34;34;743;35;311;2;0;1338
PE-CAETES;1;7;7;12;26;25;218;11;936;0;0;1243
PE-CALCADO;0;1;1;1;3;8;49;3;450;0;0;516
PE-CALUMBI;10;5;7;11;20;25;268;29;128;0;0;503
PE-CAMARAGIBE;73;350;174;433;1245;590;10130;291;2907;65;12;16270
PE-CAMOCIM DE SAO FELIX;7;33;32;40;83;24;599;21;295;6;0;1140
PE-CAMUTANGA;203;1297;248;626;259;341;1032;28;177;3;1;4215
PE-CANHOTINHO;4;88;17;41;53;49;847;15;1269;0;0;2383
PE-CAPOEIRAS;0;2;3;9;23;20;308;20;570;0;0;955
PE-CARNAIBA;0;26;6;61;26;30;612;7;299;2;0;1069
PE-CARNAUBEIRA DA PENHA;3;14;35;7;25;10;283;14;139;0;0;530
PE-CARPINA;86;653;107;387;458;456;8324;265;1390;9;1;12136
PE-CARUARU;371;2000;1195;3545;3973;4083;51004;3162;13511;547;124;83515
PE-CASINHAS;125;24;1;26;0;1;173;2;209;2;0;563
PE-CATENDE;5;40;19;34;39;63;1105;48;272;9;0;1634
PE-CEDRO;0;6;8;8;30;14;223;6;304;0;0;599
PE-CHA DE ALEGRIA;4;14;22;38;43;38;476;23;111;3;0;772
PE-CHA GRANDE;7;44;41;33;190;47;926;24;379;8;1;1700
PE-CONDADO;25;69;38;61;76;81;1177;31;267;0;0;1825
PE-CORRENTES;3;16;14;14;10;30;142;4;826;1;0;1060
PE-CORTES;100;338;59;44;51;16;527;9;153;0;0;1297
PE-CUMARU;2;1;0;4;1;6;436;2;27;9;2;490
PE-CUPIRA;22;88;35;73;105;100;1256;66;395;0;0;2140
PE-CUSTODIA;10;70;46;150;436;130;1598;77;475;1;0;2993
PE-DORMENTES;9;57;39;79;207;103;1316;29;420;0;0;2259
PE-ESCADA;117;377;163;384;594;375;5446;132;739;26;2;8355
PE-EXU;3;64;39;57;105;82;829;31;481;0;0;1691
PE-FEIRA NOVA;29;62;21;51;48;28;516;10;813;0;0;1578
PE-FERNANDO DE NORONHA;1;23;11;35;70;76;1778;48;224;3;0;2269
PE-FERREIROS;46;142;39;84;129;53;763;20;279;4;0;1559
PE-FLORES;3;7;2;8;140;15;750;10;128;1;0;1064
PE-FLORESTA;13;64;40;119;141;135;2136;72;756;1;3;3480
PE-FREI MIGUELINHO;6;18;12;30;64;18;416;11;171;0;0;746
PE-GAMELEIRA;20;69;58;21;144;31;840;32;224;0;0;1439
PE-GARANHUNS;106;322;238;644;996;953;12688;685;6776;136;127;23671
PE-GLORIA DO GOITA;25;50;57;53;116;93;1772;68;358;1;0;2593
PE-GOIANA;183;440;287;692;1115;811;18867;791;4033;91;49;27359
PE-GRANITO;0;2;6;2;38;17;227;16;145;3;0;456
PE-GRAVATA;69;356;220;424;617;600;7579;279;1854;54;5;12057
PE-IATI;0;5;10;9;8;25;159;1;506;0;0;723
PE-IBIMIRIM;1;8;8;29;156;14;696;11;270;2;0;1195
PE-IBIRAJUBA;3;16;15;22;21;12;201;10;127;0;0;427
PE-IGARASSU;723;3240;393;882;815;684;14235;446;2277;30;7;23732
PE-IGUARACY;1;7;5;8;12;8;298;9;70;16;0;434
PE-INAJA;9;71;28;60;47;45;278;11;974;0;0;1523
PE-INGAZEIRA;0;0;0;0;3;3;20;0;233;0;0;259
PE-IPOJUCA;567;2785;722;1337;1585;1612;22488;879;5263;85;7;37330
PE-IPUBI;16;69;327;103;112;79;1083;30;312;0;0;2131
PE-ITACURUBA;1;0;12;1;6;9;659;11;238;2;1;940
PE-ITAIBA;2;6;5;12;25;16;672;5;249;0;0;992
PE-ILHA DE ITAMARACA;13;23;13;29;92;51;798;28;164;1;0;1212
PE-ITAMBE;213;780;181;368;439;297;2036;106;695;0;0;5115
PE-ITAPETIM;5;26;10;28;21;53;335;8;151;0;0;637
PE-ITAPISSUMA;7;59;46;128;227;179;5901;186;1245;3;2;7983
PE-ITAQUITINGA;19;29;18;59;61;12;230;2;563;0;0;993
PE-JABOATAO DOS GUARARAPES;290;1401;1191;2783;5179;4056;71349;3920;16332;388;63;106952
PE-JAQUEIRA;19;46;44;15;27;68;689;30;209;0;0;1147
PE-JATAUBA;10;61;33;60;240;53;488;38;317;3;1;1304
PE-JATOBA;2;29;40;33;120;41;762;18;282;0;0;1327
PE-JOAO ALFREDO;14;32;7;37;106;28;1058;36;392;1;1;1712
PE-JOAQUIM NABUCO;30;80;63;62;175;84;659;15;127;1;0;1296
PE-JUCATI;2;3;1;4;4;10;62;3;429;0;0;518
PE-JUPI;3;8;5;32;21;28;331;4;491;0;0;923
PE-JUREMA;14;58;8;7;33;16;407;13;110;1;0;667
PE-LAGOA DO CARRO;45;87;23;30;47;23;1581;8;32;0;0;1876
PE-LAGOA DO ITAENGA;541;2474;542;574;343;326;1874;71;349;0;1;7095
PE-LAGOA DO OURO;0;0;2;6;3;9;95;0;232;0;0;347
PE-LAGOA DOS GATOS;4;30;6;8;52;16;394;18;194;0;0;722
PE-LAGOA GRANDE;30;266;90;309;212;240;1479;58;317;2;0;3003
PE-LAJEDO;12;47;64;141;164;225;1701;74;1238;0;0;3666
PE-LIMOEIRO;43;71;54;162;221;193;4878;160;679;14;4;6479
PE-MACAPARANA;63;190;65;352;82;72;776;24;450;9;0;2083
PE-MACHADOS;20;53;70;112;72;78;866;22;283;0;0;1576
PE-MANARI;8;11;17;44;51;27;321;11;373;4;1;868
PE-MARAIAL;48;61;49;104;200;143;522;65;369;0;0;1561
PE-MIRANDIBA;4;6;3;14;12;8;535;13;188;0;0;783
PE-MORENO;208;658;294;248;293;285;5257;223;1301;18;5;8790
PE-NAZARE DA MATA;54;178;107;396;562;265;3126;131;854;18;3;5694
PE-OLINDA;205;988;1206;4086;4948;3947;49544;2508;11656;317;95;79500
PE-OROBO;18;103;40;109;72;54;965;9;442;8;1;1821
PE-OROCO;2;5;4;4;194;20;250;13;258;0;0;750
PE-OURICURI;33;117;64;158;362;157;2907;103;827;1;0;4729
PE-PALMARES;82;156;109;127;426;315;5022;197;1444;39;10;7927
PE-PALMEIRINA;0;0;0;0;6;4;43;1;361;0;0;415
PE-PANELAS;8;60;29;100;84;36;975;47;683;0;0;2022
PE-PARANATAMA;2;2;3;0;7;13;95;6;18;0;0;146
PE-PARNAMIRIM;4;184;158;287;128;16;351;19;139;1;0;1287
PE-PASSIRA;3;28;522;33;39;83;684;14;89;1;1;1497
PE-PAUDALHO;76;366;127;378;512;292;4217;66;363;2;0;6399
PE-PAULISTA;122;884;575;2045;3526;2225;35583;1362;7065;571;43;54001
PE-PEDRA;3;12;25;16;48;37;636;28;426;1;2;1234
PE-PESQUEIRA;101;101;133;206;261;191;3335;107;1383;7;9;5834
PE-PETROLANDIA;25;155;89;158;209;147;1818;41;592;0;0;3234
PE-PETROLINA;563;3151;2017;5758;6941;6369;49621;2576;11994;593;728;90311
PE-POCAO;2;11;15;55;38;21;427;11;197;0;0;777
PE-POMBOS;40;93;53;184;269;175;1837;102;533;16;5;3307
PE-PRIMAVERA;331;1427;968;227;240;123;1054;12;240;0;0;4622
PE-QUIPAPA;9;22;11;23;16;27;150;17;658;0;0;933
PE-QUIXABA;1;3;12;15;26;9;165;2;172;1;1;407
PE-RECIFE;1787;10785;8188;23925;27254;21573;349998;29125;216008;10200;4337;703180
PE-RIACHO DAS ALMAS;19;35;39;66;236;72;682;17;305;0;0;1471
PE-RIBEIRAO;171;499;140;186;140;95;1894;41;628;2;0;3796
PE-RIO FORMOSO;680;2291;395;473;473;515;1116;54;411;0;1;6409
PE-SAIRE;28;90;37;49;67;58;652;63;283;3;2;1332
PE-SALGADINHO;5;53;14;26;37;36;277;28;91;0;0;567
PE-SALGUEIRO;35;172;84;323;366;295;4467;222;1793;21;2;7780
PE-SALOA;0;2;5;9;12;19;309;3;315;0;0;674
PE-SANHARO;17;68;31;43;87;57;508;39;352;0;2;1204
PE-SANTA CRUZ;1;65;9;15;29;16;438;21;274;1;1;870
PE-SANTA CRUZ DA BAIXA VERDE;1;12;4;8;18;18;320;116;217;3;2;719
PE-SANTA CRUZ DO CAPIBARIBE;75;566;243;1012;944;1234;9540;557;1896;28;2;16097
PE-SANTA FILOMENA;0;5;2;9;75;11;308;3;208;0;0;621
PE-SANTA MARIA DA BOA VISTA;10;48;25;70;163;70;1486;22;548;5;0;2447
PE-SANTA MARIA DO CAMBUCA;5;20;8;36;33;26;632;15;50;0;0;825
PE-SANTA TEREZINHA;6;27;1;39;41;9;338;12;158;1;0;632
PE-SAO BENEDITO DO SUL;7;10;2;17;113;32;524;11;211;0;0;927
PE-SAO BENTO DO UNA;88;409;194;589;472;412;2482;129;601;8;2;5386
PE-SAO CAITANO;12;114;87;99;125;161;1618;168;509;0;0;2893
PE-SAO JOAO;3;24;14;45;50;33;474;14;1229;1;0;1887
PE-SAO JOAQUIM DO MONTE;4;50;32;50;52;27;564;12;302;3;0;1096
PE-SAO JOSE DA COROA GRANDE;15;14;3;22;49;77;947;22;58;0;0;1207
PE-SAO JOSE DO BELMONTE;8;110;64;129;185;90;1770;121;776;3;0;3256
PE-SAO JOSE DO EGITO;9;40;35;91;152;120;1597;51;564;10;1;2670
PE-SAO LOURENCO DA MATA;52;225;464;247;776;390;7258;332;2031;18;3;11796
PE-SAO VICENTE FERRER;81;157;93;98;77;125;729;12;341;2;2;1717
PE-SERRA TALHADA;40;295;178;375;604;502;7413;439;3023;80;25;12974
PE-SERRITA;2;5;2;8;50;12;683;34;508;0;0;1304
PE-SERTANIA;4;28;14;47;78;43;1239;22;571;16;0;2062
PE-SIRINHAEM;708;2356;287;733;435;428;2963;112;629;1;1;8653
PE-MOREILANDIA;5;26;7;15;105;8;179;8;218;1;0;572
PE-SOLIDAO;1;37;0;35;0;5;102;0;91;1;0;272
PE-SURUBIM;53;167;80;259;278;279;4786;112;967;6;0;6987
PE-TABIRA;5;52;31;70;61;66;1457;21;378;0;0;2141
PE-TACAIMBO;11;30;84;47;198;144;555;34;214;3;0;1320
PE-TACARATU;11;81;26;20;121;35;796;16;303;1;0;1410
PE-TAMANDARE;109;298;68;151;249;142;2361;78;401;3;0;3860
PE-TAQUARITINGA DO NORTE;19;125;104;268;175;201;1330;75;350;1;3;2651
PE-TEREZINHA;0;0;1;1;5;1;23;0;410;0;0;441
