,Codigo,Nome,Nivel,Governança Colaborativa - Responsáveis,Incorporação de TICs - Planejamento,Planejamento Estratégico para Transformação Digital,Governança de TI - Práticas,Infraestrutura de Hw e Sw - Armazenamento,Gestão Integrada de Dados,Serviços Públicos On-line,Solicitação de Serviços Públicos,Segurança de Políticas Públicas - Monitoramento,Percepção dos Serviços Públicos,Transparência - Monitoramento,Transparência - Execução Orçamentária e Financeira,Transparência dos Dados - Disponibilização,Segurança dos Dados - Práticas
Valor,2110500,São Bento,2,,,,,,,3,1,,0,,4,8,
Valor,2513901,São Bento,2,,,,,,,13,7,,0,,5,9,
Valor,3160801,São Bento Abade,2,,,,,,,8,6,,0,,4,9,
Valor,2411601,São Bento do Norte,1,,,,,,,0,2,,0,,0,1,
Valor,3548609,São Bento do Sapucaí,2,,,,,,,8,4,,0,,4,6,
Valor,4215802,São Bento do Sul,2,,,,,,,13,6,,0,,5,9,
Valor,1720101,São Bento do Tocantins,2,,,,,,,5,1,,0,,5,8,
Valor,2411700,São Bento do Trairí,2,,,,,,,5,5,,0,,5,8,
Valor,2613008,São Bento do Una,2,,,,,,,9,7,,0,,5,10,
Valor,4215752,São Bernardino,2,,,,,,,8,4,,0,,5,8,
Valor,2110609,São Bernardo,2,,,,,,,7,2,,0,,4,7,
Valor,3548708,São Bernardo do Campo,2,,,,,,,15,5,,0,,5,9,
Valor,4215901,São Bonifácio,2,,,,,,,11,3,,0,,4,9,
Valor,4318002,São Borja,2,,,,,,,6,3,,0,,5,9,
Valor,2708204,São Brás,2,,,,,,,5,3,,0,,5,9,
Valor,3160900,São Brás do Suaçuí,3,,,,,,,9,5,,1,,5,8,
Valor,2209559,São Braz do Piauí,2,,,,,,,2,0,,0,,4,8,
Valor,1507102,São Caetano de Odivelas,1,,,,,,,0,0,,0,,0,1,
Valor,3548807,São Caetano do Sul,2,,,,,,,14,7,,0,,5,9,
Valor,2613107,São Caitano,2,,,,,,,7,6,,0,,4,9,
Valor,4216008,São Carlos,2,,,,,,,10,5,,0,,5,9,
Valor,3548906,São Carlos,2,,,,,,,10,6,,0,,5,8,
Valor,4124608,São Carlos do Ivaí,2,,,,,,,7,4,,0,,5,8,
Valor,2806701,São Cristóvão,2,,,,,,,9,5,,0,,5,9,
Valor,4216057,São Cristóvão do Sul,2,,,,,,,7,7,,0,,5,9,
Valor,2928901,São Desidério,2,,,,,,,14,6,,0,,5,9,
Valor,2928950,São Domingos,2,,,,,,,5,5,,0,,4,8,
Valor,5219803,São Domingos,3,,,,,,,12,3,,1,,5,10,
Valor,2513968,São Domingos,2,,,,,,,8,4,,0,,5,7,
Valor,4216107,São Domingos,2,,,,,,,10,2,,0,,5,8,
Valor,2806800,São Domingos,2,,,,,,,10,3,,0,,5,8,
Valor,3160959,São Domingos das Dores,2,,,,,,,4,3,,0,,5,9,
Valor,1507151,São Domingos do Araguaia,2,,,,,,,8,4,,1,,4,9,
Valor,2110658,São Domingos do Azeitão,2,,,,,,,1,0,,0,,5,8,
Valor,1507201,São Domingos do Capim,2,,,,,,,4,4,,0,,4,9,
Valor,2513943,São Domingos do Cariri,2,,,,,,,6,1,,0,,4,9,
Valor,2110708,São Domingos do Maranhão,2,,,,,,,3,5,,0,,4,8,
Valor,3204658,São Domingos do Norte,2,,,,,,,6,5,,0,,5,9,
Valor,3161007,São Domingos do Prata,2,,,,,,,9,5,,0,,5,10,
Valor,4318051,São Domingos do Sul,2,,,,,,,9,4,,0,,5,9,
Valor,2929107,São Felipe,2,,,,,,,7,3,,0,,4,8,
Valor,1101484,São Felipe D'Oeste,2,,,,,,,6,2,,0,,5,9,
Valor,2929008,São Félix,2,,,,,,,8,5,,0,,4,8,
Valor,2110807,São Félix de Balsas,2,,,,,,,3,2,,0,,5,9,
Valor,3161056,São Félix de Minas,2,,,,,,,3,3,,0,,4,9,
Valor,5107859,São Félix do Araguaia,2,,,,,,,13,3,,0,,4,8,
Valor,2929057,São Félix do Coribe,2,,,,,,,10,4,,0,,5,10,
Valor,2209609,São Félix do Piauí,2,,,,,,,4,2,,0,,5,9,
Valor,1720150,São Félix do Tocantins,2,,,,,,,7,3,,0,,5,9,
Valor,1507300,São Félix do Xingu,3,,,,,,,12,9,,1,,5,10,
Valor,2411809,São Fernando,3,,,,,,,9,6,,1,,5,9,
Valor,3304805,São Fidélis,2,,,,,,,9,6,,0,,4,8,
Valor,3161106,São Francisco,2,,,,,,,9,3,,1,,5,9,
Valor,2513984,São Francisco,2,,,,,,,9,4,,0,,5,9,
Valor,2806909,São Francisco,2,,,,,,,11,4,,0,,5,7,
Valor,3549003,São Francisco,2,,,,,,,7,3,,0,,4,8,
Valor,4318101,São Francisco de Assis,2,,,,,,,9,4,,0,,5,8,
Valor,2209658,São Francisco de Assis do Piauí,2,,,,,,,6,3,,0,,4,8,
Valor,5219902,São Francisco de Goiás,2,,,,,,,10,4,,0,,5,8,
Valor,3304755,São Francisco de Itabapoana,3,,,,,,,12,4,,1,,5,7,
Valor,3161205,São Francisco de Paula,2,,,,,,,3,3,,0,,5,8,
Valor,4318200,São Francisco de Paula,2,,,,,,,11,5,,0,,5,9,
Valor,3161304,São Francisco de Sales,2,,,,,,,9,5,,0,,4,9,
Valor,2110856,São Francisco do Brejão,2,,,,,,,4,5,,0,,5,8,
Valor,2929206,São Francisco do Conde,2,,,,,,,6,3,,0,,4,8,
Valor,3161403,São Francisco do Glória,2,,,,,,,6,5,,0,,4,8,
Valor,1101492,São Francisco do Guaporé,3,,,,,,,16,6,,1,,5,9,
Valor,2110906,São Francisco do Maranhão,2,,,,,,,3,1,,1,,5,9,
Valor,2411908,São Francisco do Oeste,2,,,,,,,8,4,,1,,5,9,
Valor,1507409,São Francisco do Pará,3,,,,,,,8,6,,1,,5,8,
Valor,2209708,São Francisco do Piauí,2,,,,,,,6,2,,0,,2,3,
Valor,4216206,São Francisco do Sul,2,,,,,,,12,6,,0,,5,9,
Valor,2929255,São Gabriel,2,,,,,,,6,4,,0,,5,9,
Valor,4318309,São Gabriel,2,,,,,,,9,4,,0,,4,8,
Valor,1303809,São Gabriel da Cachoeira,2,,,,,,,0,1,,0,,4,8,
Valor,3204708,São Gabriel da Palha,2,,,,,,,10,5,,0,,5,9,
Valor,5007695,São Gabriel do Oeste,2,,,,,,,13,7,,0,,5,8,
Valor,3161502,São Geraldo,2,,,,,,,5,4,,0,,4,8,
Valor,3161601,São Geraldo da Piedade,2,,,,,,,2,4,,0,,5,8,
Valor,1507458,São Geraldo do Araguaia,2,,,,,,,2,1,,0,,4,8,
Valor,3161650,São Geraldo do Baixio,2,,,,,,,9,4,,1,,5,8,
Valor,3304904,São Gonçalo,2,,,,,,,12,4,,0,,4,8,
Valor,3161700,São Gonçalo do Abaeté,2,,,,,,,4,4,,0,,4,8,
Valor,2312403,São Gonçalo do Amarante,2,,,,,,,2,4,,0,,5,9,
Valor,2412005,São Gonçalo do Amarante,3,,,,,,,18,8,,1,,5,9,
Valor,2209757,São Gonçalo do Gurguéia,1,,,,,,,4,2,,0,,0,3,
Valor,3161809,São Gonçalo do Pará,2,,,,,,,5,4,,0,,4,8,
Valor,2209807,São Gonçalo do Piauí,2,,,,,,,7,2,,0,,5,9,
Valor,3161908,São Gonçalo do Rio Abaixo,2,,,,,,,9,5,,0,,4,8,
Valor,3125507,São Gonçalo do Rio Preto,2,,,,,,,5,5,,0,,4,8,
Valor,3162005,São Gonçalo do Sapucaí,2,,,,,,,7,4,,0,,5,8,
Valor,2929305,São Gonçalo dos Campos,2,,,,,,,7,6,,0,,5,8,
Valor,3162104,São Gotardo,2,,,,,,,10,4,,0,,5,9,
Valor,4318408,São Jerônimo,2,,,,,,,10,5,,0,,5,9,
Valor,4124707,São Jerônimo da Serra,2,,,,,,,12,1,,0,,5,8,
Valor,2613206,São João,2,,,,,,,11,3,,0,,5,8,
Valor,4124806,São João,2,,,,,,,5,2,,0,,5,8,
Valor,2111003,São João Batista,2,,,,,,,8,4,,0,,4,8,
Valor,4216305,São João Batista,2,,,,,,,6,3,,0,,5,8,
Valor,3162203,São João Batista do Glória,2,,,,,,,6,5,,0,,5,8,
Valor,1400506,São João da Baliza,1,,,,,,,0,1,,0,,3,5,
Valor,3305000,São João da Barra,2,,,,,,,10,6,,0,,5,8,
Valor,3549102,São João da Boa Vista,2,,,,,,,12,5,,0,,5,10,
Valor,2209856,São João da Canabrava,2,,,,,,,5,3,,0,,5,8,
Valor,2209872,São João da Fronteira,2,,,,,,,7,3,,0,,4,9,
Valor,3162252,São João da Lagoa,3,,,,,,,9,4,,1,,5,9,
Valor,5220009,São João d'Aliança,3,,,,,,,14,4,,1,,5,9,
Valor,3162302,São João da Mata,2,,,,,,,4,5,,0,,4,9,
Valor,5220058,São João da Paraúna,3,,,,,,,12,4,,1,,5,8,
Valor,1507466,São João da Ponta,2,,,,,,,7,3,,0,,5,9,
Valor,3162401,São João da Ponte,2,,,,,,,7,3,,0,,5,8,
Valor,3549201,São João das Duas Pontes,2,,,,,,,6,4,,0,,5,9,
Valor,2209906,São João da Serra,2,,,,,,,2,3,,0,,4,8,
Valor,3162450,São João das Missões,2,,,,,,,10,3,,1,,5,8,
Valor,4318424,São João da Urtiga,2,,,,,,,8,4,,0,,5,9,
Valor,2209955,São João da Varjota,2,,,,,,,2,2,,0,,4,7,
Valor,3549250,São João de Iracema,2,,,,,,,4,3,,0,,5,9,
Valor,3162500,São João del Rei,3,1,0,0,1,6,2,11,5,0,1,0,5,8,3
Valor,3305109,São João de Meriti,2,,,,,,,12,6,,0,,5,9,
Valor,1507474,São João de Pirabas,2,,,,,,,10,2,,1,,4,9,
Valor,1507508,São João do Araguaia,2,,,,,,,6,3,,1,,5,9,
Valor,2209971,São João do Arraial,2,,,,,,,4,2,,0,,5,9,
Valor,4124905,São João do Caiuá,2,,,,,,,4,0,,0,,4,8,
Valor,2514008,São João do Cariri,2,,,,,,,5,2,,0,,4,8,
Valor,2111029,São João do Carú,3,,,,,,,11,4,,1,,5,8,
Valor,4216354,São João do Itaperiú,2,,,,,,,9,5,,0,,5,8,
Valor,4125001,São João do Ivaí,2,,,,,,,10,4,,0,,5,8,
Valor,2312502,São João do Jaguaribe,2,,,,,,,8,4,,0,,5,8,
Valor,3162559,São João do Manhuaçu,2,,,,,,,8,5,,0,,5,9,
Valor,3162575,São João do Manteninha,2,,,,,,,2,3,,0,,4,8,
Valor,4216255,São João do Oeste,3,,,,,,,14,9,,0,,5,8,
Valor,3162609,São João do Oriente,2,,,,,,,11,3,,0,,5,9,
Valor,3162658,São João do Pacuí,2,,,,,,,8,3,,1,,4,6,
Valor,2111052,São João do Paraíso,2,,,,,,,5,3,,0,,5,8,
Valor,3162708,São João do Paraíso,3,,,,,,,11,7,,1,,5,8,
Valor,3549300,São João do Pau d'Alho,2,,,,,,,5,5,,0,,5,8,
Valor,2210003,São João do Piauí,3,,,,,,,10,5,,1,,5,9,
Valor,4318432,São João do Polêsine,2,,,,,,,8,3,,0,,5,8,
Valor,2500700,São João do Rio do Peixe,2,,,,,,,13,5,,0,,5,9,
Valor,2412104,São João do Sabugi,2,,,,,,,4,4,,0,,5,8,
Valor,2111078,São João do Soter,2,,,,,,,5,5,,0,,5,5,
Valor,2111102,São João dos Patos,2,,,,,,,4,5,,0,,5,8,
Valor,4216404,São João do Sul,2,,,,,,,7,2,,0,,5,9,
Valor,2514107,São João do Tigre,2,,,,,,,8,2,,0,,5,7,
Valor,4125100,São João do Triunfo,2,,,,,,,8,4,,0,,5,8,
Valor,3162807,São João Evangelista,2,,,,,,,5,2,,0,,4,8,
Valor,3162906,São João Nepomuceno,2,,,,,,,9,6,,0,,5,10,
Valor,4216503,São Joaquim,2,,,,,,,10,4,,0,,5,9,
Valor,3549409,São Joaquim da Barra,2,,,,,,,8,4,,0,,5,9,
Valor,3162922,São Joaquim de Bicas,2,,,,,,,11,5,,0,,5,8,
Valor,2613305,São Joaquim do Monte,2,,,,,,,9,3,,0,,5,8,
Valor,4318440,São Jorge,2,,,,,,,4,5,,0,,4,9,
Valor,4125209,São Jorge d'Oeste,2,,,,,,,12,4,,0,,5,8,
Valor,4125308,São Jorge do Ivaí,2,,,,,,,14,6,,0,,5,8,
Valor,4125357,São Jorge do Patrocínio,3,,,,,,,11,5,,1,,5,8,
Valor,4216602,São José,2,,,,,,,9,5,,0,,5,9,
Valor,3162948,São José da Barra,2,,,,,,,9,4,,0,,5,8,
Valor,3549508,São José da Bela Vista,2,,,,,,,6,4,,0,,5,8,
Valor,4125407,São José da Boa Vista,2,,,,,,,11,3,,0,,4,8,
Valor,2613404,São José da Coroa Grande,2,,,,,,,7,5,,0,,5,10,
Valor,2514206,São José da Lagoa Tapada,2,,,,,,,8,3,,0,,5,10,
Valor,2708303,São José da Laje,3,,,,,,,7,7,,1,,4,9,
Valor,3162955,São José da Lapa,3,,,,,,,14,7,,1,,5,9,
Valor,3163003,São José da Safira,2,,,,,,,3,3,,0,,4,9,
Valor,4318457,São José das Missões,2,,,,,,,3,2,,0,,5,9,
Valor,4125456,São José das Palmeiras,2,,,,,,,6,4,,0,,5,8,
Valor,2708402,São José da Tapera,2,,,,,,,10,5,,0,,5,8,
Valor,3163102,São José da Varginha,2,,,,,,,8,4,,0,,5,9,
Valor,2929354,São José da Vitória,2,,,,,,,0,2,,0,,5,8,
Valor,2514305,São José de Caiana,2,,,,,,,5,4,,0,,5,8,
Valor,2514404,São José de Espinharas,2,,,,,,,3,1,,0,,5,9,
Valor,2412203,São José de Mipibu,2,,,,,,,12,4,,0,,5,8,
Valor,2514503,São José de Piranhas,3,,,,,,,9,4,,1,,5,10,
Valor,2514552,São José de Princesa,2,,,,,,,5,4,,0,,5,10,
Valor,2111201,São José de Ribamar,2,,,,,,,12,4,,0,,5,8,
Valor,3305133,São José de Ubá,2,,,,,,,4,3,,0,,4,8,
Valor,3163201,São José do Alegre,2,,,,,,,10,2,,0,,4,8,
Valor,3549607,São José do Barreiro,2,,,,,,,4,6,,0,,5,7,
Valor,2613503,São José do Belmonte,2,,,,,,,9,6,,0,,4,10,
Valor,2514602,São José do Bonfim,2,,,,,,,11,6,,0,,5,10,
Valor,2514651,São José do Brejo do Cruz,2,,,,,,,8,4,,0,,5,9,
Valor,3204807,São José do Calçado,2,,,,,,,5,4,,1,,4,9,
Valor,2412302,São José do Campestre,2,,,,,,,1,4,,0,,5,8,
Valor,4216701,São José do Cedro,2,,,,,,,12,7,,0,,5,9,
Valor,4216800,São José do Cerrito,2,,,,,,,11,6,,0,,5,10,
Valor,3163300,São José do Divino,3,,,,,,,10,4,,1,,5,9,
Valor,2210052,São José do Divino,2,,,,,,,8,5,,0,,5,8,
Valor,2613602,São José do Egito,2,,,,,,,10,7,,0,,4,9,
Valor,3163409,São José do Goiabal,2,,,,,,,7,6,,0,,4,9,
Valor,4318465,São José do Herval,2,,,,,,,6,5,,0,,5,10,
Valor,4318481,São José do Hortêncio,2,,,,,,,5,4,,0,,5,8,
Valor,4318499,São José do Inhacorá,2,,,,,,,6,6,,0,,5,9,
Valor,2929370,São José do Jacuípe,2,,,,,,,10,5,,0,,5,9,
Valor,3163508,São José do Jacuri,2,,,,,,,8,3,,0,,5,9,
Valor,3163607,São José do Mantimento,2,,,,,,,4,5,,0,,4,8,
Valor,4318507,São José do Norte,2,,,,,,,7,5,,0,,4,9,
Valor,4318606,São José do Ouro,2,,,,,,,6,4,,0,,4,9,
Valor,2210102,São José do Peixe,2,,,,,,,5,3,,0,,5,8,
Valor,2210201,São José do Piauí,2,,,,,,,6,4,,1,,4,8,
Valor,5107297,São José do Povo,2,,,,,,,5,3,,0,,5,9,
Valor,5107305,São José do Rio Claro,2,,,,,,,8,4,,0,,5,9,
Valor,3549706,São José do Rio Pardo,2,,,,,,,9,3,,1,,4,9,
Valor,3549805,São José do Rio Preto,3,,,,,,,14,7,,1,,4,10,
Valor,2514701,São José do Sabugi,3,,,,,,,9,5,,1,,5,10,
Valor,4318622,São José dos Ausentes,2,,,,,,,6,5,,0,,4,9,
Valor,2111250,São José dos Basílios,2,,,,,,,0,1,,0,,4,8,
Valor,3549904,São José dos Campos,3,,,,,,,15,9,,1,,4,9,
Valor,2514800,São José dos Cordeiros,2,,,,,,,8,4,,0,,5,8,
Valor,2412401,São José do Seridó,2,,,,,,,11,3,,0,,5,8,
Valor,4125506,São José dos Pinhais,2,,,,,,,15,6,,0,,5,9,
Valor,5107107,São José dos Quatro Marcos,2,,,,,,,10,6,,0,,4,9,
Valor,2514453,São José dos Ramos,2,,,,,,,5,4,,0,,5,9,
Valor,4318614,São José do Sul,2,,,,,,,8,2,,0,,5,8,
Valor,3305158,São José do Vale do Rio Preto,2,,,,,,,11,3,,0,,4,8,
Valor,5107354,São José do Xingu,3,,,,,,,14,2,,1,,5,9,
Valor,2210300,São Julião,2,,,,,,,6,2,,0,,4,8,
Valor,4318705,São Leopoldo,2,,,,,,,13,7,,0,,5,9,
Valor,3163706,São Lourenço,2,,,,,,,9,3,,0,,5,8,
Valor,2613701,São Lourenço da Mata,2,,,,,,,8,5,,0,,4,8,
Valor,3549953,São Lourenço da Serra,2,,,,,,,7,4,,0,,5,7,
Valor,4216909,São Lourenço do Oeste,2,,,,,,,11,6,,0,,5,9,
Valor,2210359,São Lourenço do Piauí,2,,,,,,,8,2,,0,,4,8,
Valor,4318804,São Lourenço do Sul,2,,,,,,,13,6,,0,,5,9,
Valor,4217006,São Ludgero,2,,,,,,,14,2,,0,,5,9,
Valor,2111300,São Luís,2,,,,,,,11,5,,0,,5,9,
Valor,5220108,São Luís de Montes Belos,3,,,,,,,15,5,,1,,5,8,
Valor,2312601,São Luís do Curu,1,,,,,,,5,3,,0,,2,1,
Valor,2210375,São Luis do Piauí,2,,,,,,,9,4,,0,,4,8,
Valor,2708501,São Luís do Quitunde,2,,,,,,,11,3,,0,,4,9,
Valor,2111409,São Luís Gonzaga do Maranhão,1,,,,,,,3,4,,0,,0,1,
Valor,1400605,São Luiz,2,,,,,,,11,4,,0,,4,8,
Valor,5220157,São Luiz do Norte,2,,,,,,,8,6,,0,,5,8,
Valor,3550001,São Luiz do Paraitinga,2,,,,,,,6,4,,0,,5,10,
Valor,4318903,São Luiz Gonzaga,2,,,,,,,13,4,,0,,5,10,
Valor,2514909,São Mamede,2,,,,,,,4,7,,0,,5,9,
Valor,4125555,São Manoel do Paraná,2,,,,,,,6,5,,0,,5,9,
Valor,3550100,São Manuel,2,,,,,,,10,4,,0,,5,9,
Valor,4319000,São Marcos,2,,,,,,,10,4,,0,,3,8,
Valor,4319109,São Martinho,2,,,,,,,7,4,,0,,5,9,
Valor,4217105,São Martinho,2,,,,,,,10,2,,0,,5,9,
Valor,4319125,São Martinho da Serra,2,,,,,,,6,3,,0,,5,8,
Valor,3204906,São Mateus,2,,,,,,,16,6,,0,,5,9,
Valor,2111508,São Mateus do Maranhão,2,,,,,,,9,5,,0,,5,9,
Valor,4125605,São Mateus do Sul,2,,,,,,,10,1,,0,,4,8,
Valor,2412500,São Miguel,2,,,,,,,10,6,,0,,5,10,
Valor,3550209,São Miguel Arcanjo,2,,,,,,,7,4,,0,,5,8,
Valor,2210383,São Miguel da Baixa Grande,2,,,,,,,6,2,,1,,5,8,
Valor,4217154,São Miguel da Boa Vista,2,,,,,,,6,4,,0,,5,9,
Valor,2929404,São Miguel das Matas,2,,,,,,,4,4,,0,,5,9,
Valor,4319158,São Miguel das Missões,2,,,,,,,7,3,,0,,5,8,
Valor,2515005,São Miguel de Taipu,2,,,,,,,3,5,,0,,5,8,
Valor,2807006,São Miguel do Aleixo,2,,,,,,,8,5,,0,,5,9,
Valor,3163805,São Miguel do Anta,2,,,,,,,7,6,,0,,5,7,
Valor,5220207,São Miguel do Araguaia,2,,,,,,,10,4,,0,,5,8,
Valor,2210391,São Miguel do Fidalgo,2,,,,,,,7,2,,0,,4,8,
Valor,2412559,São Miguel do Gostoso,2,,,,,,,7,5,,0,,4,8,
Valor,1507607,São Miguel do Guamá,2,,,,,,,4,2,,0,,5,8,
Valor,1100320,São Miguel do Guaporé,1,,,,,,,0,0,,0,,0,0,
Valor,4125704,São Miguel do Iguaçu,2,,,,,,,10,4,,0,,5,9,
Valor,4217204,São Miguel do Oeste,2,,,,,,,15,6,,0,,5,9,
Valor,5220264,São Miguel do Passa Quatro,2,,,,,,,2,3,,0,,5,8,
Valor,2708600,São Miguel dos Campos,2,,,,,,,15,4,,0,,5,8,
Valor,2708709,São Miguel dos Milagres,2,,,,,,,1,4,,0,,5,9,
Valor,2210409,São Miguel do Tapuio,2,,,,,,,9,4,,0,,4,8,
Valor,1720200,São Miguel do Tocantins,2,,,,,,,8,8,,0,,5,9,
Valor,4319208,São Nicolau,2,,,,,,,6,4,,0,,5,9,
Valor,5220280,São Patrício,2,,,,,,,12,3,,1,,4,9,
Valor,3550308,São Paulo,3,,,,,,,17,5,,1,,5,10,
Valor,4319307,São Paulo das Missões,2,,,,,,,8,3,,0,,5,10,
Valor,1303908,São Paulo de Olivença,2,,,,,,,0,4,,0,,4,9,
Valor,2412609,São Paulo do Potengi,2,,,,,,,10,4,,0,,5,9,
Valor,2412708,São Pedro,2,,,,,,,0,4,,0,,4,7,
Valor,3550407,São Pedro,2,,,,,,,11,5,,0,,4,8,
Valor,2111532,São Pedro da Água Branca,2,,,,,,,13,4,,0,,5,8,
Valor,3305208,São Pedro da Aldeia,2,,,,,,,8,6,,0,,5,9,
Valor,5107404,São Pedro da Cipa,3,,,,,,,12,5,,1,,5,10,
Valor,4319356,São Pedro da Serra,2,,,,,,,10,4,,0,,5,9,
Valor,4319364,São Pedro das Missões,2,,,,,,,8,5,,0,,5,8,
Valor,3163904,São Pedro da União,2,,,,,,,7,5,,0,,4,8,
Valor,4217253,São Pedro de Alcântara,2,,,,,,,4,2,,0,,5,9,
Valor,4319372,São Pedro do Butiá,2,,,,,,,5,5,,0,,5,9,
Valor,4125753,São Pedro do Iguaçu,2,,,,,,,9,1,,0,,5,8,
Valor,4125803,São Pedro do Ivaí,3,,,,,,,7,6,,1,,5,8,
Valor,4125902,São Pedro do Paraná,2,,,,,,,3,3,,0,,5,8,
Valor,2210508,São Pedro do Piauí,2,,,,,,,8,4,,1,,5,8,
Valor,2111573,São Pedro dos Crentes,2,,,,,,,5,2,,0,,5,8,
Valor,3164001,São Pedro dos Ferros,2,,,,,,,7,4,,0,,4,8,
Valor,3164100,São Pedro do Suaçuí,2,,,,,,,7,5,,0,,4,9,
Valor,4319406,São Pedro do Sul,2,,,,,,,3,3,,0,,5,10,
Valor,3550506,São Pedro do Turvo,2,,,,,,,10,3,,0,,5,9,
Valor,2412807,São Rafael,2,,,,,,,12,4,,0,,5,9,
Valor,2111607,São Raimundo das Mangabeiras,2,,,,,,,3,5,,0,,5,9,
Valor,2111631,São Raimundo do Doca Bezerra,2,,,,,,,3,3,,0,,5,8,
Valor,2210607,São Raimundo Nonato,2,,,,,,,9,4,,0,,5,9,
Valor,2111672,São Roberto,2,,,,,,,0,1,,0,,5,8,
Valor,3164209,São Romão,2,,,,,,,2,4,,0,,4,8,
Valor,3550605,São Roque,2,,,,,,,12,8,,0,,5,7,
Valor,3164308,São Roque de Minas,2,,,,,,,8,4,,0,,4,8,
Valor,3204955,São Roque do Canaã,2,,,,,,,7,2,,0,,5,7,
Valor,1720259,São Salvador do Tocantins,3,,,,,,,12,3,,1,,5,9,
Valor,2708808,São Sebastião,2,,,,,,,6,5,,0,,5,8,
Valor,3550704,São Sebastião,2,,,,,,,7,6,,0,,5,9,
Valor,4126009,São Sebastião da Amoreira,2,,,,,,,8,5,,0,,4,9,
Valor,3164407,São Sebastião da Bela Vista,2,,,,,,,6,4,,0,,5,8,
Valor,1507706,São Sebastião da Boa Vista,2,,,,,,,3,1,,0,,3,5,
Valor,3550803,São Sebastião da Grama,2,,,,,,,11,3,,0,,5,9,
Valor,3164431,São Sebastião da Vargem Alegre,2,,,,,,,7,6,,0,,5,8,
Valor,2515104,São Sebastião de Lagoa de Roça,2,,,,,,,6,5,,0,,5,9,
Valor,3305307,São Sebastião do Alto,2,,,,,,,10,4,,0,,4,9,
Valor,3164472,São Sebastião do Anta,2,,,,,,,9,4,,0,,5,9,
Valor,4319505,São Sebastião do Caí,2,,,,,,,12,3,,0,,5,9,
Valor,3164506,São Sebastião do Maranhão,2,,,,,,,1,0,,0,,4,8,
Valor,3164605,São Sebastião do Oeste,2,,,,,,,9,5,,0,,5,9,
Valor,3164704,São Sebastião do Paraíso,2,,,,,,,12,6,,0,,5,9,
Valor,2929503,São Sebastião do Passé,2,,,,,,,13,7,,0,,5,8,
Valor,3164803,São Sebastião do Rio Preto,2,,,,,,,9,5,,0,,4,9,
Valor,3164902,São Sebastião do Rio Verde,3,,,,,,,9,5,,1,,5,8,
Valor,1720309,São Sebastião do Tocantins,2,,,,,,,7,3,,0,,5,9,
Valor,1303957,São Sebastião do Uatumã,2,,,,,,,0,2,,0,,4,8,
Valor,2515203,São Sebastião do Umbuzeiro,2,,,,,,,5,4,,0,,5,8,
Valor,4319604,São Sepé,2,,,,,,,9,5,,0,,5,9,
Valor,5220405,São Simão,2,,,,,,,9,3,,0,,5,8,
Valor,3550902,São Simão,2,,,,,,,7,4,,0,,5,8,
Valor,3165206,São Thomé das Letras,2,,,,,,,10,3,,0,,5,8,
Valor,3165008,São Tiago,2,,,,,,,6,4,,0,,5,8,
Valor,3165107,São Tomás de Aquino,2,,,,,,,6,2,,0,,5,8,
Valor,4126108,São Tomé,2,,,,,,,8,2,,0,,5,9,
Valor,2412906,São Tomé,2,,,,,,,4,5,,0,,4,8,
Valor,4319703,São Valentim,2,,,,,,,7,3,,0,,5,8,
Valor,4319711,São Valentim do Sul,2,,,,,,,5,4,,0,,5,9,
Valor,1720499,São Valério,2,,,,,,,7,5,,0,,5,10,
Valor,4319737,São Valério do Sul,2,,,,,,,10,4,,0,,4,10,
Valor,4319752,São Vendelino,2,,,,,,,5,5,,0,,5,8,
Valor,2413003,São Vicente,2,,,,,,,0,3,,0,,4,9,
Valor,3551009,São Vicente,2,,,,,,,9,5,,0,,5,9,
Valor,3165305,São Vicente de Minas,2,,,,,,,10,3,,0,,5,8,
Valor,2515401,São Vicente do Seridó,2,,,,,,,1,5,,0,,4,6,
Valor,4319802,São Vicente do Sul,2,,,,,,,9,6,,0,,5,9,
Valor,2111706,São Vicente Ferrer,2,,,,,,,5,0,,0,,4,8,
Valor,2613800,São Vicente Férrer,2,,,,,,,9,3,,1,,5,10,
Valor,2515302,Sapé,1,,,,,,,3,2,,0,,2,4,
Valor,2929602,Sapeaçu,2,,,,,,,2,4,,0,,4,8,
Valor,5107875,Sapezal,2,,,,,,,11,2,,0,,5,9,
Valor,4319901,Sapiranga,2,,,,,,,10,5,,0,,5,9,
Valor,4126207,Sapopema,2,,,,,,,8,4,,0,,5,8,
Valor,1507755,Sapucaia,2,,,,,,,11,5,,0,,5,8,
Valor,3305406,Sapucaia,2,,,,,,,13,4,,1,,5,4,
Valor,4320008,Sapucaia do Sul,2,,,,,,,11,4,,0,,5,7,
Valor,3165404,Sapucaí-Mirim,2,,,,,,,9,8,,0,,4,9,
Valor,3305505,Saquarema,2,,,,,,,13,5,,0,,5,9,
Valor,4126256,Sarandi,2,,,,,,,13,9,,0,,5,8,
Valor,4320107,Sarandi,2,,,,,,,1,3,,0,,5,9,
Valor,3551108,Sarapuí,2,,,,,,,2,3,,0,,5,9,
Valor,3165503,Sardoá,2,,,,,,,3,3,,0,,2,4,
Valor,3551207,Sarutaiá,2,,,,,,,6,2,,0,,5,8,
Valor,3165537,Sarzedo,2,,,,,,,14,7,,0,,5,9,
Valor,2929701,Sátiro Dias,2,,,,,,,0,2,,0,,5,8,
